"seqname","source","feature","start","end","score","strand","frame","gene_id","transcript_id","class_code","exon_number","gene_name","nearest_ref","oId","tss_id"
"chr7","Cufflinks","exon",67820507,67820703,".","+",".","XLOC_057535","TCONS_00150494","=",2,"Gm45103","ENSMUST00000208898.1","ENSMUST00000208898.1","TSS95203"
"chr7","Cufflinks","exon",18396516,18400865,".","-",".","XLOC_059304","TCONS_00155620","=",1,"Gm45104","ENSMUST00000208748.1","ENSMUST00000208748.1","TSS98351"
"chr7","Cufflinks","exon",38053800,38053952,".","-",".","XLOC_059750","TCONS_00157092","j",3,"Gm45106","ENSMUST00000205632.1","CUFF.45821.1","TSS99260"
"chr7","Cufflinks","exon",72110761,72111115,".","+",".","XLOC_057590","TCONS_00150608","=",1,"Gm45107","ENSMUST00000205418.1","ENSMUST00000205418.1","TSS95283"
"chr7","Cufflinks","exon",128183017,128183236,".","-",".","XLOC_061356","TCONS_00161703","=",2,"Gm45108","ENSMUST00000206189.1","ENSMUST00000206189.1","TSS102080"
"chr7","Cufflinks","exon",47008545,47008593,".","+",".","XLOC_057318","TCONS_00149870","=",1,"Gm45109","ENSMUST00000208993.1","ENSMUST00000208046.1","TSS94835"
"chr7","Cufflinks","exon",127455469,127456870,".","+",".","XLOC_058529","TCONS_00153213","=",1,"Gm45110","ENSMUST00000205704.1","ENSMUST00000205704.1","TSS96936"
"chr7","Cufflinks","exon",119600840,119601120,".","-",".","XLOC_061209","TCONS_00161115","=",1,"Gm45111","ENSMUST00000207973.1","ENSMUST00000207973.1","TSS101744"
"chr7","Cufflinks","exon",120629762,120634886,".","-",".","XLOC_061222","TCONS_00161182","=",1,"Gm45112","ENSMUST00000208576.1","ENSMUST00000208576.1","TSS101774"
"chr7","Cufflinks","exon",19760906,19762254,".","-",".","XLOC_059371","TCONS_00155850","=",1,"Gm45114","ENSMUST00000208280.1","ENSMUST00000208280.1","TSS98481"
"chr8","Cufflinks","exon",4399238,4401011,".","+",".","XLOC_061742","TCONS_00163051","=",1,"Gm45117","ENSMUST00000207250.1","ENSMUST00000207250.1","TSS102843"
"chr7","Cufflinks","exon",89964987,89965394,".","-",".","XLOC_060672","TCONS_00159586","=",1,"Gm45120","ENSMUST00000208880.1","ENSMUST00000208880.1","TSS100781"
"chr7","Cufflinks","exon",128590926,128591659,".","-",".","XLOC_061367","TCONS_00161742","=",1,"Gm45121","ENSMUST00000205396.1","ENSMUST00000205396.1","TSS102109"
"chr7","Cufflinks","exon",44484517,44484987,".","+",".","XLOC_057225","TCONS_00149362","=",1,"Gm45123","ENSMUST00000206342.1","ENSMUST00000206342.1","TSS94583"
"chr7","Cufflinks","exon",44386400,44389154,".","+",".","XLOC_057219","TCONS_00149318","=",1,"Gm45124","ENSMUST00000206723.1","ENSMUST00000206723.1","TSS94572"
"chr7","Cufflinks","exon",92098658,92098695,".","-",".","XLOC_060685","TCONS_00159620","=",4,"Gm45128","ENSMUST00000207593.1","ENSMUST00000207593.1","TSS100798"
"chr7","Cufflinks","exon",91908063,91910286,".","+",".","XLOC_057853","TCONS_00151287","=",1,"Gm45129","ENSMUST00000208444.1","ENSMUST00000208444.1","TSS95725"
"chr7","Cufflinks","exon",91816167,91819554,".","+",".","XLOC_057852","TCONS_00151286","=",1,"Gm45130","ENSMUST00000207574.1","ENSMUST00000207574.1","TSS95724"
"chr7","Cufflinks","exon",98678106,98680647,".","-",".","XLOC_060736","TCONS_00159781","=",1,"Gm45132","ENSMUST00000207234.1","ENSMUST00000207234.1","TSS100897"
"chr7","Cufflinks","exon",5059277,5062049,".","-",".","XLOC_058964","TCONS_00154885","=",1,"Gm45133","ENSMUST00000207548.1","ENSMUST00000207548.1","TSS97864"
"chr7","Cufflinks","exon",44156844,44157786,".","-",".","XLOC_059884","TCONS_00157416","=",1,"Gm45136","ENSMUST00000205793.1","ENSMUST00000205793.1","TSS99447"
"chr7","Cufflinks","exon",18864166,18865402,".","+",".","XLOC_056564","TCONS_00147512","=",1,"Gm45138","ENSMUST00000206141.1","ENSMUST00000206141.1","TSS93463"
"chr7","Cufflinks","exon",76000824,76002880,".","+",".","XLOC_057638","TCONS_00150718","=",1,"Gm45139","ENSMUST00000206543.1","ENSMUST00000206543.1","TSS95356"
"chr7","Cufflinks","exon",126395858,126397745,".","+",".","XLOC_058490","TCONS_00153067","=",1,"Gm45141","ENSMUST00000206502.1","ENSMUST00000206502.1","TSS96829"
"chr7","Cufflinks","exon",126351479,126351597,".","-",".","XLOC_061282","TCONS_00161375","=",2,"Gm45142","ENSMUST00000206881.1","ENSMUST00000206881.1","TSS101882"
"chr7","Cufflinks","exon",36060626,36060636,".","+",".","XLOC_057058","TCONS_00148848","o",1,"Gm45143","ENSMUST00000205504.1","CUFF.45268.1","TSS94311"
"chr7","Cufflinks","exon",88853043,88853199,".","-",".","XLOC_060657","TCONS_00159521","=",1,"Gm45144","ENSMUST00000207473.1","ENSMUST00000207473.1","TSS100750"
"chr6","Cufflinks","exon",82896867,82897140,".","-",".","XLOC_054975","TCONS_00143354","=",1,"Gm45145","ENSMUST00000208872.1","ENSMUST00000207452.1","TSS90912"
"chr7","Cufflinks","exon",6178818,6179507,".","+",".","XLOC_056299","TCONS_00146836","o",1,"Gm45148","ENSMUST00000208578.1","CUFF.46691.1","TSS93062"
"chr7","Cufflinks","exon",17797825,17799996,".","-",".","XLOC_059298","TCONS_00155608","=",1,"Gm45149","ENSMUST00000206459.1","ENSMUST00000206459.1","TSS98343"
"chr7","Cufflinks","exon",117276500,117276612,".","+",".","XLOC_058339","TCONS_00152535","=",2,"Gm45152","ENSMUST00000206031.1","ENSMUST00000206031.1","TSS96534"
"chr7","Cufflinks","exon",117381862,117383762,".","+",".","XLOC_058342","TCONS_00152561","=",1,"Gm45153","ENSMUST00000205957.1","ENSMUST00000205957.1","TSS96540"
"chr7","Cufflinks","exon",25577075,25577110,".","-",".","XLOC_059510","TCONS_00156195","=",1,"Gm45154","ENSMUST00000206036.1","ENSMUST00000205635.1","TSS98694"
"chr7","Cufflinks","exon",118275253,118275363,".","-",".","XLOC_061190","TCONS_00161039","=",3,"Gm45155","ENSMUST00000207365.1","ENSMUST00000207365.1","TSS101701"
"chr8","Cufflinks","exon",8484618,8484721,".","-",".","XLOC_063468","TCONS_00167708","=",6,"Gm45158","ENSMUST00000208946.1","ENSMUST00000208946.1","TSS105576"
"chr7","Cufflinks","exon",91111496,91111844,".","+",".","XLOC_057825","TCONS_00151249","o",2,"Gm45159","ENSMUST00000208630.1","CUFF.48524.6","TSS95682"
"chr8","Cufflinks","exon",7985368,7988466,".","+",".","XLOC_061770","TCONS_00163124","=",1,"Gm45160","ENSMUST00000207112.1","ENSMUST00000207112.1","TSS102887"
"chr7","Cufflinks","exon",90885444,90887706,".","-",".","XLOC_060679","TCONS_00159614","=",1,"Gm45161","ENSMUST00000207316.1","ENSMUST00000207316.1","TSS100792"
"chr8","Cufflinks","exon",24357146,24357259,".","-",".","XLOC_063682","TCONS_00168211","=",3,"Gm45164","ENSMUST00000207438.1","ENSMUST00000207438.1","TSS105899"
"chr8","Cufflinks","exon",23696005,23697635,".","+",".","XLOC_062097","TCONS_00163875","=",1,"Gm45165","ENSMUST00000207763.1","ENSMUST00000207763.1","TSS103377"
"chr8","Cufflinks","exon",23752083,23752765,".","-",".","XLOC_063681","TCONS_00168210","=",1,"Gm45166","ENSMUST00000209073.1","ENSMUST00000209073.1","TSS105898"
"chr7","Cufflinks","exon",79578440,79579068,".","-",".","XLOC_060521","TCONS_00159118","=",2,"Gm45168","ENSMUST00000206461.1","ENSMUST00000206461.1","TSS100493"
"chr7","Cufflinks","exon",79586648,79587050,".","-",".","XLOC_060522","TCONS_00159120","=",1,"Gm45169","ENSMUST00000205717.1","ENSMUST00000205717.1","TSS100494"
"chr7","Cufflinks","exon",79602006,79603676,".","-",".","XLOC_060524","TCONS_00159123","=",1,"Gm45170","ENSMUST00000206746.1","ENSMUST00000206746.1","TSS100498"
"chr7","Cufflinks","exon",41057302,41058602,".","-",".","XLOC_059806","TCONS_00157210","=",1,"Gm45172","ENSMUST00000206054.1","ENSMUST00000206054.1","TSS99335"
"chr7","Cufflinks","exon",84554187,84557251,".","+",".","XLOC_057749","TCONS_00151016","=",1,"Gm45174","ENSMUST00000208884.1","ENSMUST00000208884.1","TSS95557"
"chr7","Cufflinks","exon",84442831,84443651,".","-",".","XLOC_060603","TCONS_00159434","=",1,"Gm45175","ENSMUST00000208295.1","ENSMUST00000208295.1","TSS100683"
"chr7","Cufflinks","exon",91358470,91358688,".","+",".","XLOC_057835","TCONS_00151260","o",2,"Gm45176","ENSMUST00000207696.1","CUFF.48534.1","TSS95706"
"chr7","Cufflinks","exon",91139964,91142270,".","+",".","XLOC_057839","TCONS_00151267","=",1,"Gm45177","ENSMUST00000209104.1","ENSMUST00000209104.1","TSS95710"
"chr7","Cufflinks","exon",90995309,90999418,".","+",".","XLOC_057829","TCONS_00151252","=",1,"Gm45178","ENSMUST00000207744.1","ENSMUST00000207744.1","TSS95686"
"chr7","Cufflinks","exon",91048999,91053335,".","+",".","XLOC_057832","TCONS_00151255","=",1,"Gm45179","ENSMUST00000208452.1","ENSMUST00000208452.1","TSS95691"
"chr7","Cufflinks","exon",144899313,144899674,".","-",".","XLOC_061656","TCONS_00162779","=",1,"Gm45180","ENSMUST00000208466.1","ENSMUST00000208466.1","TSS102684"
"chr7","Cufflinks","exon",145166933,145166957,".","+",".","XLOC_058889","TCONS_00154542","=",3,"Gm45181","ENSMUST00000207878.1","ENSMUST00000207878.1","TSS97691"
"chr7","Cufflinks","exon",91158600,91161003,".","+",".","XLOC_057840","TCONS_00151268","=",1,"Gm45182","ENSMUST00000207579.1","ENSMUST00000207579.1","TSS95711"
"chr7","Cufflinks","exon",91304695,91306191,".","+",".","XLOC_057842","TCONS_00151270","=",1,"Gm45183","ENSMUST00000207937.1","ENSMUST00000207937.1","TSS95713"
"chr7","Cufflinks","exon",127436956,127437011,".","+",".","XLOC_058527","TCONS_00153210","=",2,"Gm45184","ENSMUST00000206354.1","ENSMUST00000206354.1","TSS96927"
"chr7","Cufflinks","exon",99141593,99141996,".","+",".","XLOC_057982","TCONS_00151555","=",1,"Gm45185","ENSMUST00000207556.1","ENSMUST00000207556.1","TSS95910"
"chr7","Cufflinks","exon",98905744,98907902,".","+",".","XLOC_057979","TCONS_00151551","=",2,"Gm45187","ENSMUST00000209090.1","ENSMUST00000209090.1","TSS95906"
"chr7","Cufflinks","exon",98895930,98896013,".","+",".","XLOC_057978","TCONS_00151550","=",1,"Gm45188","ENSMUST00000207592.1","ENSMUST00000207592.1","TSS95905"
"chr11","Cufflinks","exon",81988494,81988671,".","-",".","XLOC_011502","TCONS_00031430","=",5,"Gm45190","ENSMUST00000207942.1","ENSMUST00000207942.1","TSS19668"
"chr7","Cufflinks","exon",122333009,122333272,".","+",".","XLOC_058445","TCONS_00152912","o",2,"Gm45191","ENSMUST00000205846.1","CUFF.55776.1","TSS96742"
"chr7","Cufflinks","exon",92706773,92708279,".","+",".","XLOC_057865","TCONS_00151327","=",1,"Gm45199","ENSMUST00000207640.1","ENSMUST00000207640.1","TSS95737"
"chr7","Cufflinks","exon",92778505,92779423,".","+",".","XLOC_057871","TCONS_00151336","=",1,"Gm45200","ENSMUST00000207434.1","ENSMUST00000207434.1","TSS95748"
"chr7","Cufflinks","exon",80155169,80155319,".","+",".","XLOC_057685","TCONS_00150816","=",1,"Gm45202","ENSMUST00000205955.1","ENSMUST00000205955.1","TSS95430"
"chr7","Cufflinks","exon",80110804,80112634,".","-",".","XLOC_060538","TCONS_00159163","=",1,"Gm45203","ENSMUST00000206384.1","ENSMUST00000206384.1","TSS100525"
"chr7","Cufflinks","exon",127812154,127813507,".","-",".","XLOC_061344","TCONS_00161670","=",1,"Gm45204","ENSMUST00000206297.1","ENSMUST00000206297.1","TSS102060"
"chr7","Cufflinks","exon",127993269,127996598,".","+",".","XLOC_058548","TCONS_00153352","=",1,"Gm45205","ENSMUST00000205745.1","ENSMUST00000205745.1","TSS97023"
"chr7","Cufflinks","exon",80209394,80211678,".","+",".","XLOC_057687","TCONS_00150821","=",1,"Gm45206","ENSMUST00000206885.1","ENSMUST00000206885.1","TSS95433"
"chr7","Cufflinks","exon",76698141,76699717,".","-",".","XLOC_060501","TCONS_00159037","=",1,"Gm45210","ENSMUST00000206401.1","CUFF.46206.1","TSS100429"
"chr7","Cufflinks","exon",76054094,76056743,".","+",".","XLOC_057639","TCONS_00150719","=",1,"Gm45211","ENSMUST00000206208.1","ENSMUST00000206208.1","TSS95357"
"chr7","Cufflinks","exon",64284808,64288210,".","-",".","XLOC_060368","TCONS_00158608","=",1,"Gm45212","ENSMUST00000205831.1","ENSMUST00000205831.1","TSS100194"
"chr7","Cufflinks","exon",65212814,65213369,".","-",".","XLOC_060375","TCONS_00158654","=",1,"Gm45214","ENSMUST00000206760.1","ENSMUST00000206760.1","TSS100216"
"chr6","Cufflinks","exon",91678198,91679223,".","-",".","XLOC_055171","TCONS_00144009","=",1,"Gm45217","ENSMUST00000206576.1","ENSMUST00000206576.1","TSS91281"
"chr6","Cufflinks","exon",91604022,91605514,".","+",".","XLOC_053163","TCONS_00138729","=",2,"Gm45218","ENSMUST00000205533.1","ENSMUST00000205533.1","TSS88042"
"chr7","Cufflinks","exon",90201278,90203786,".","+",".","XLOC_057815","TCONS_00151181","=",1,"Gm45220","ENSMUST00000207847.1","ENSMUST00000207847.1","TSS95656"
"chr7","Cufflinks","exon",90132492,90137629,".","+",".","XLOC_057812","TCONS_00151170","=",1,"Gm45223","ENSMUST00000207037.1","ENSMUST00000207037.1","TSS95652"
"chr7","Cufflinks","exon",35140579,35140716,".","-",".","XLOC_059725","TCONS_00156972","=",2,"Gm45229","ENSMUST00000206742.1","ENSMUST00000206742.1","TSS99195"
"chr8","Cufflinks","exon",3672430,3672954,".","+",".","XLOC_061723","TCONS_00162970","=",1,"Gm45230","ENSMUST00000208847.1","ENSMUST00000208847.1","TSS102797"
"chr8","Cufflinks","exon",3674035,3674606,".","-",".","XLOC_063423","TCONS_00167578","=",1,"Gm45231","ENSMUST00000208629.1","ENSMUST00000208629.1","TSS105508"
"chr7","Cufflinks","exon",51855585,51860049,".","+",".","XLOC_057356","TCONS_00150014","=",1,"Gm45235","ENSMUST00000208016.1","ENSMUST00000208016.1","TSS94907"
"chr7","Cufflinks","exon",118688545,118688773,".","+",".","XLOC_058366","TCONS_00152600","=",1,"Gm45236","ENSMUST00000208632.1","ENSMUST00000208632.1","TSS96568"
"chr16","Cufflinks","exon",25958252,25960342,".","+",".","XLOC_024975","TCONS_00062314","=",2,"Gm4524","ENSMUST00000161614.1","ENSMUST00000161614.1","TSS40111"
"chr5","Cufflinks","exon",138203609,138204180,".","-",".","XLOC_051571","TCONS_00134409","=",1,"Gm454","ENSMUST00000160126.1","ENSMUST00000160126.1","TSS85425"
"chr17","Cufflinks","exon",35707964,35708244,".","+",".","XLOC_027332","TCONS_00068812","=",2,"Gm4577","ENSMUST00000135203.1","ENSMUST00000135203.1","TSS44170"
"chr7","Cufflinks","exon",134405844,134406409,".","-",".","XLOC_061474","TCONS_00162061","o",1,"Gm4593","ENSMUST00000205682.1","CUFF.47871.1","TSS102312"
"chr7","Cufflinks","exon",24661294,24661579,".","+",".","XLOC_056740","TCONS_00147932","=",1,"Gm4598","ENSMUST00000206756.1","ENSMUST00000206756.1","TSS93731"
"chr6","Cufflinks","exon",117421705,117423617,".","-",".","XLOC_055637","TCONS_00144986","=",2,"Gm4640","ENSMUST00000203927.1","ENSMUST00000203927.1","TSS91954"
"chr6","Cufflinks","exon",121064596,121066119,".","+",".","XLOC_053623","TCONS_00139915","=",1,"Gm4651","ENSMUST00000181738.1","ENSMUST00000203697.1","TSS88800"
"chr9","Cufflinks","exon",115185806,115186058,".","-",".","XLOC_068464","TCONS_00180972","=",2,"Gm4665","ENSMUST00000183244.1","ENSMUST00000183244.1","TSS114034"
"chr7","Cufflinks","exon",30957409,30957562,".","+",".","XLOC_056931","TCONS_00148652","=",1,"Gm4673","ENSMUST00000206345.1","ENSMUST00000181395.1","TSS94151"
"chr14","Cufflinks","exon",118254179,118254296,".","+",".","XLOC_020413","TCONS_00051732","j",2,"Gm4675","ENSMUST00000164755.1","CUFF.18951.4","TSS32997"
"chr12","Cufflinks","exon",8778418,8778428,".","-",".","XLOC_014258","TCONS_00038011","o",2,"Gm4755","ENSMUST00000181803.1","CUFF.10589.1","TSS24000"
"chr1","Cufflinks","exon",135592470,135592510,".","+",".","XLOC_001894","TCONS_00004838","=",2,"Gm4793","ENSMUST00000067468.5","ENSMUST00000067468.5","TSS2979"
"chr6","Cufflinks","exon",17160146,17161406,".","-",".","XLOC_054236","TCONS_00141513","o",1,"Gm4876","ENSMUST00000138170.1","CUFF.42442.3","TSS89745"
"chr8","Cufflinks","exon",79305603,79305795,".","+",".","XLOC_062772","TCONS_00165860","=",2,"Gm4890","ENSMUST00000181030.2","ENSMUST00000209627.1","TSS104481"
"chr11","Cufflinks","exon",46640010,46640121,".","-",".","XLOC_010871","TCONS_00029675","=",3,"Gm4926","ENSMUST00000132691.1","ENSMUST00000132691.1","TSS18476"
"chr5","Cufflinks","exon",30095547,30097686,".","+",".","XLOC_048017","TCONS_00123861","=",2,"Gm4961","ENSMUST00000197982.1","ENSMUST00000197982.1","TSS78828"
"chr5","Cufflinks","exon",150499747,150499850,".","-",".","XLOC_051725","TCONS_00134930","=",1,"Gm5","ENSMUST00000202386.1","ENSMUST00000202386.1","TSS85756"
"chr13","Cufflinks","exon",44124234,44124387,".","+",".","XLOC_016135","TCONS_00042074","=",3,"Gm5083","ENSMUST00000163056.7","ENSMUST00000163056.7","TSS26747"
"chr14","Cufflinks","exon",13157388,13159072,".","-",".","XLOC_020624","TCONS_00052174","=",1,"Gm5087","ENSMUST00000161835.1","ENSMUST00000060526.10","TSS33302"
"chr17","Cufflinks","exon",15305177,15305907,".","+",".","XLOC_026871","TCONS_00067391","x",2,"Gm5091","ENSMUST00000181658.1","CUFF.22545.1","TSS43266"
"chr17","Cufflinks","exon",21097584,21097649,".","+",".","XLOC_027004","TCONS_00067665","=",4,"Gm5092","ENSMUST00000188185.1","ENSMUST00000188185.1","TSS43448"
"chr1","Cufflinks","exon",38144023,38144194,".","+",".","XLOC_000498","TCONS_00001313","=",2,"Gm5099","ENSMUST00000194892.1","ENSMUST00000194892.1","TSS751"
"chr3","Cufflinks","exon",51379241,51379340,".","+",".","XLOC_039641","TCONS_00100616","=",3,"Gm5103","ENSMUST00000192081.1","ENSMUST00000192081.1","TSS64466"
"chr5","Cufflinks","exon",8797944,8798523,".","-",".","XLOC_049917","TCONS_00129431","=",3,"Gm5106","ENSMUST00000181058.1","ENSMUST00000181058.1","TSS82307"
"chr6","Cufflinks","exon",123027404,123027543,".","+",".","XLOC_053657","TCONS_00140018","o",2,"Gm5112","ENSMUST00000204407.1","CUFF.44970.2","TSS88857"
"chr8","Cufflinks","exon",87099044,87100987,".","+",".","XLOC_062916","TCONS_00166306","=",3,"Gm5118","ENSMUST00000184692.1","ENSMUST00000184692.1","TSS104733"
"chr19","Cufflinks","exon",35051202,35055247,".","-",".","XLOC_033103","TCONS_00082551","=",1,"Gm5248","ENSMUST00000186108.1","ENSMUST00000186108.1","TSS53140"
"chr11","Cufflinks","exon",96252532,96252568,".","+",".","XLOC_009898","TCONS_00026690","j",1,"Gm53","ENSMUST00000129907.2","CUFF.13192.4","TSS16531"
"chr10","Cufflinks","exon",21690845,21691237,".","+",".","XLOC_005389","TCONS_00014919","=",1,"Gm5420","ENSMUST00000187019.6","ENSMUST00000071008.4","TSS9039"
"chr12","Cufflinks","exon",15832901,15833037,".","+",".","XLOC_012596","TCONS_00034434","=",2,"Gm5432","ENSMUST00000180759.1","ENSMUST00000180759.1","TSS21636"
"chr12","Cufflinks","exon",117260014,117260182,".","-",".","XLOC_015501","TCONS_00040800","=",2,"Gm5441","ENSMUST00000190132.1","ENSMUST00000190132.1","TSS25913"
"chr1","Cufflinks","exon",27900428,27902396,".","+",".","XLOC_000389","TCONS_00000994","=",2,"Gm5524","ENSMUST00000185409.1","ENSMUST00000185409.1","TSS552"
"chr1","Cufflinks","exon",52582441,52582679,".","+",".","XLOC_000660","TCONS_00001740","=",5,"Gm553","ENSMUST00000189527.1","ENSMUST00000189527.1","TSS1024"
"chr1","Cufflinks","exon",155520173,155521737,".","-",".","XLOC_004566","TCONS_00012186","j",1,"Gm5532","ENSMUST00000097531.2","CUFF.6562.2","TSS7503"
"chr1","Cufflinks","exon",181853092,181853189,".","-",".","XLOC_004970","TCONS_00013637","=",2,"Gm5533","ENSMUST00000070987.7","ENSMUST00000070987.7","TSS8311"
"chr3","Cufflinks","exon",97930173,97930350,".","+",".","XLOC_040298","TCONS_00102535","=",1,"Gm5544","ENSMUST00000098828.1","ENSMUST00000098828.1","TSS65628"
"chr3","Cufflinks","exon",104366465,104366613,".","-",".","XLOC_042405","TCONS_00108230","=",2,"Gm5546","ENSMUST00000056145.2","ENSMUST00000056145.2","TSS69097"
"chr3","Cufflinks","exon",105816982,105817349,".","+",".","XLOC_040445","TCONS_00102981","=",3,"Gm5547","ENSMUST00000200182.4","ENSMUST00000198306.1","TSS65888"
"chr6","Cufflinks","exon",60083418,60083567,".","+",".","XLOC_052627","TCONS_00137186","=",3,"Gm5570","ENSMUST00000101355.8","ENSMUST00000082153.4","TSS87163"
"chr6","Cufflinks","exon",87982960,87984172,".","+",".","XLOC_053084","TCONS_00138498","=",2,"Gm5577","ENSMUST00000134600.1","ENSMUST00000143871.7","TSS87906"
"chr7","Cufflinks","exon",113701587,113701777,".","-",".","XLOC_061112","TCONS_00160782","=",2,"Gm5600","ENSMUST00000211589.1","ENSMUST00000211589.1","TSS101550"
"chr7","Cufflinks","exon",130866147,130866330,".","-",".","XLOC_061389","TCONS_00161829","=",2,"Gm5602","ENSMUST00000146366.2","ENSMUST00000146366.2","TSS102168"
"chr8","Cufflinks","exon",12424881,12425102,".","+",".","XLOC_061825","TCONS_00163258","=",2,"Gm5607","ENSMUST00000080795.8","ENSMUST00000186174.7","TSS102973"
"chr3","Cufflinks","exon",137289639,137289766,".","+",".","XLOC_040873","TCONS_00104232","=",1,"Gm567","ENSMUST00000197127.1","ENSMUST00000197127.1","TSS66586"
"chr4","Cufflinks","exon",47010701,47010781,".","-",".","XLOC_046131","TCONS_00118302","=",2,"Gm568","ENSMUST00000135777.1","ENSMUST00000135777.1","TSS75374"
"chr1","Cufflinks","exon",138681973,138682065,".","-",".","XLOC_004338","TCONS_00011651","=",3,"Gm5833","ENSMUST00000190707.6","ENSMUST00000186285.1","TSS7155"
"chr4","Cufflinks","exon",82065957,82066040,".","+",".","XLOC_044306","TCONS_00113080","=",1,"Gm5860","ENSMUST00000137810.2","ENSMUST00000161588.1","TSS72124"
"chr7","Cufflinks","exon",24822109,24822430,".","+",".","XLOC_056745","TCONS_00147945","=",1,"Gm5893","ENSMUST00000164057.7","ENSMUST00000150149.1","TSS93738"
"chr5","Cufflinks","exon",74949190,74949462,".","+",".","XLOC_048601","TCONS_00125519","=",1,"Gm6116","ENSMUST00000101121.2","ENSMUST00000101121.2","TSS79884"
"chr6","Cufflinks","exon",31575856,31576723,".","+",".","XLOC_052170","TCONS_00136026","=",2,"Gm6117","ENSMUST00000150540.1","ENSMUST00000150540.1","TSS86456"
"chr3","Cufflinks","exon",133790810,133790953,".","-",".","XLOC_042899","TCONS_00109587","=",2,"Gm6135","ENSMUST00000198726.1","ENSMUST00000198726.1","TSS69946"
"chr3","Cufflinks","exon",50576993,50577097,".","-",".","XLOC_041605","TCONS_00106118","j",3,"Gm6209","ENSMUST00000194629.1","CUFF.32678.2","TSS67711"
"chr18","Cufflinks","exon",3336416,3337178,".","+",".","XLOC_029503","TCONS_00074298","=",1,"Gm6225","ENSMUST00000181558.1","ENSMUST00000181558.1","TSS47701"
"chr3","Cufflinks","exon",143672730,143672797,".","-",".","XLOC_043021","TCONS_00109862","=",2,"Gm6260","ENSMUST00000197170.1","ENSMUST00000197170.1","TSS70126"
"chr13","Cufflinks","exon",111368263,111368680,".","-",".","XLOC_018527","TCONS_00047951","=",3,"Gm6270","ENSMUST00000132731.1","ENSMUST00000132731.1","TSS30364"
"chr18","Cufflinks","exon",11820676,11821065,".","-",".","XLOC_030794","TCONS_00077121","=",1,"Gm6277","ENSMUST00000180860.1","ENSMUST00000180860.1","TSS49602"
"chr6","Cufflinks","exon",147472194,147472330,".","-",".","XLOC_056134","TCONS_00146322","=",3,"Gm6288","ENSMUST00000100778.4","ENSMUST00000169225.2","TSS92756"
"chr4","Cufflinks","exon",40721494,40722398,".","-",".","XLOC_046016","TCONS_00117853","=",2,"Gm6297","ENSMUST00000181475.1","ENSMUST00000181475.1","TSS75117"
"chr6","Cufflinks","exon",148614214,148614309,".","-",".","XLOC_056155","TCONS_00146373","=",3,"Gm6313","ENSMUST00000024796.6","ENSMUST00000150112.7","TSS92790"
"chr8","Cufflinks","exon",4678462,4678566,".","+",".","XLOC_061750","TCONS_00163090","=",1,"Gm6410","ENSMUST00000181337.1","ENSMUST00000181337.1","TSS102858"
"chr1","Cufflinks","exon",23255685,23256407,".","-",".","XLOC_003095","TCONS_00007955","=",1,"Gm6420","ENSMUST00000193885.1","ENSMUST00000193885.1","TSS4882"
"chr5","Cufflinks","exon",10868621,10868770,".","+",".","XLOC_047781","TCONS_00123203","j",3,"Gm6455","ENSMUST00000095015.10","CUFF.38488.3","TSS78387"
"chr7","Cufflinks","exon",142831227,142831622,".","+",".","XLOC_058848","TCONS_00154393","=",1,"Gm6471","ENSMUST00000148734.2","ENSMUST00000097935.2","TSS97610"
"chr6","Cufflinks","exon",89184672,89185160,".","-",".","XLOC_055123","TCONS_00143883","=",1,"Gm6507","ENSMUST00000159767.1","ENSMUST00000159767.1","TSS91195"
"chr13","Cufflinks","exon",15440302,15440508,".","-",".","XLOC_017339","TCONS_00044889","=",1,"Gm6556","ENSMUST00000181118.1","ENSMUST00000181118.1","TSS28416"
"chr7","Cufflinks","exon",73097749,73098275,".","-",".","XLOC_060450","TCONS_00158894","=",1,"Gm6567","ENSMUST00000205529.1","ENSMUST00000205529.1","TSS100342"
"chr3","Cufflinks","exon",112080630,112082001,".","+",".","XLOC_040570","TCONS_00103331","=",4,"Gm6602","ENSMUST00000198910.1","ENSMUST00000198910.1","TSS66085"
"chr3","Cufflinks","exon",70797996,70798148,".","-",".","XLOC_041918","TCONS_00106782","=",3,"Gm6634","ENSMUST00000180497.1","ENSMUST00000180497.1","TSS68186"
"chr3","Cufflinks","exon",35628837,35628974,".","-",".","XLOC_041425","TCONS_00105755","j",6,"Gm6639","ENSMUST00000198751.4","CUFF.34871.2","TSS67457"
"chr8","Cufflinks","exon",90906532,90908416,".","-",".","XLOC_064598","TCONS_00170373","=",1,"Gm6658","ENSMUST00000209493.1","ENSMUST00000209493.1","TSS107349"
"chr17","Cufflinks","exon",17317914,17318104,".","+",".","XLOC_026935","TCONS_00067505","=",3,"Gm6712","ENSMUST00000186431.6","ENSMUST00000105311.3","TSS43349"
"chrX","Cufflinks","exon",8097352,8097396,".","+",".","XLOC_068739","TCONS_00181641","=",2,"Gm6787","ENSMUST00000123120.1","ENSMUST00000123120.1","TSS114456"
"chr14","Cufflinks","exon",67314289,67314936,".","+",".","XLOC_020040","TCONS_00050902","x",1,"Gm6878","ENSMUST00000100448.2","CUFF.16589.1","TSS32459"
"chr17","Cufflinks","exon",51832819,51834723,".","+",".","XLOC_027592","TCONS_00069498","=",1,"Gm6934","ENSMUST00000194780.1","ENSMUST00000194780.1","TSS44585"
